IDv4	IDv3	PosV3	PosV4	Symbol	Cloned	GeneName	Functional description
Zm00001d024075	GRMZM2G357034	10:40948727-40953783	10:42074660-42079454	-		-	ABC transporter G family member 6
Zm00001d024088	GRMZM2G122330	10:42042102-42046315	10:43222466-43225929	-		-	Enhancer of polycomb-like transcription factor protein
Zm00001d024093	AC214266.3_FG002	10:42538725-42541154	10:43772159-43777204	-		-	CMP-sialic acid transporter 4
Zm00001d024094	GRMZM2G074818	10:42886669-42891888	10:44110305-44115719	-		-	Sister chromatid cohesion 1 protein 3
Zm00001d024096	NA	NA	10:44453581-44455088	-		-	Peptidase family M48 family protein
Zm00001d024102	GRMZM2G148078	10:43818724-43820965	10:45051775-45053151	-		-	Myosin-binding protein 7
Zm00001d024103	GRMZM2G405170	10:44129684-44130359	10:45381410-45382084	-		ABI3-VP1-transcription factor 44	B3 domain-containing transcription factor NGA2
Zm00001d024105	GRMZM2G058081	10:44459128-44460028	10:45703239-45704101	-		-	Retrotransposon protein SINE subclass
Zm00001d024109	GRMZM5G816432	10:44911973-44914461	10:46166547-46169418	-		-	Uracil phosphoribosyltransferase
Zm00001d024113	NA	NA	10:46412379-46414046	-		-	Callose synthase 9
Zm00001d024117	NA	NA	10:46749264-46749686	-		-	GDSL esterase/lipase EXL3
Zm00001d024119	GRMZM2G033985	10:45710676-45712745	10:46971393-46973252	-		-	Peroxidase superfamily protein
Zm00001d024120	GRMZM2G091774	10:46063647-46066005	10:47326176-47327585	-		-	O-methyltransferase ZRP4
Zm00001d024125	NA	NA	10:48078973-48081721	-		-	hAT transposon superfamily protein
Zm00001d024128	GRMZM2G076128	10:46959113-46972240	10:48256777-48269920	-		-	GINS complex protein
Zm00001d024134	GRMZM2G149943	10:47321000-47323227	10:48629599-48631479	-		-	Putative receptor-like protein kinase
Zm00001d024138	NA	NA	10:49020418-49026280	-		-	DEAD-box ATP-dependent RNA helicase 7
Zm00001d024141	GRMZM2G146951	10:47756414-47760396	10:49072650-49076807	-		-	Transmembrane 9 superfamily member 9
Zm00001d024148	GRMZM2G328908	10:48358863-48361518	10:49667977-49670160	-		-	Photosynthetic NDH subunit of subcomplex B 1 chloroplastic
Zm00001d024152	NA	NA	10:50347236-50348334	-		-	Tetratricopeptide repeat (TPR)-like superfamily protein
Zm00001d024153	GRMZM2G350748	10:49052752-49070110	10:50348895-50359551	-		-	Guanine nucleotide exchange factor SPIKE 1
Zm00001d024154	NA	NA	10:50349266-50362873	-		-	guanylyl cyclase 1
Zm00001d024155	GRMZM2G062585	10:49125412-49127783	10:50392427-50394713	-		-	(DL)-glycerol-3-phosphatase 2
Zm00001d024158	GRMZM2G058498	10:49806773-49818049	10:51121121-51133038	-		-	Protein RAE1
Zm00001d024159	GRMZM2G102156	10:49904376-49914711	10:51231078-51241553	-		-	Bifunctional dethiobiotin synthetase/78-diamino-pelargonic acid aminotransferase mitochondrial
Zm00001d024160	GRMZM2G094352	10:49989443-49992484	10:51315314-51327171	-		bZIP-transcription factor 107	Transcription factor TGA4
Zm00001d024164	GRMZM2G368486	10:50310327-50315148	10:51618709-51619885	-		-	Nonsense-mediated mRNA decay protein 2 isoform 2
Zm00001d024166	GRMZM2G145909	10:50588819-50590827	10:51900072-51900674	-		-	Putative HLH DNA-binding domain superfamily protein isoform 1%3B Putative HLH DNA-binding domain superfamily protein isoform 2
Zm00001d024169	GRMZM2G137715	10:51010484-51019069	10:52321108-52329461	-		GNAT-transcription factor 40	Acyl-CoA N-acyltransferases (NAT) superfamily protein
Zm00001d024170	GRMZM2G361718	10:51456481-51458996	10:52657634-52660741	-		-	Micronuclear linker histone polyprotein-like protein
Zm00001d024171	GRMZM2G038950	10:51460608-51469271	10:52662145-52669708	-		-	Mitochondrial import inner membrane translocase subunit TIM14-3
Zm00001d024175	AC215639.3_FG002	10:52232423-52236315	10:53027195-53031460	-		-	Gibberellin 2-beta-dioxygenase 6
Zm00001d024178	GRMZM2G135286	10:52628834-52632351	10:53430604-53434813	-		-	Xyloglucan glycosyltransferase 4
Zm00001d024181	NA	NA	10:53540016-53540488	-		-	Pectin acetylesterase 12
Zm00001d024184	GRMZM2G538119	10:52827018-52827584	10:53581332-53584446	-		-	Coatomer subunit beta'-3
Zm00001d024185	GRMZM2G459370	10:53148706-53151541	10:53917369-53918410	-		-	Shewanella-like protein phosphatase 2
Zm00001d024187	GRMZM2G117836	10:53487795-53491678	10:54271062-54275105	-		-	Protein SUPPRESSOR OF MAX2 1
Zm00001d024189	GRMZM2G336813	10:53820434-53823701	10:54617295-54621008	-		-	Exocyst complex component SEC15A
Zm00001d024190	NA	NA	10:54618893-54619527	-		-	pleckstrin homology (PH) domain-containing protein
Zm00001d024192	GRMZM2G073380	10:54016997-54020247	10:54890273-54916259	-		-	Diacylglycerol kinase 3
Zm00001d024194	NA	NA	10:54971219-54978845	-		-	Aspartic proteinase A1
Zm00001d024195	NA	NA	10:54998993-54999382	-		-	AT1G07810 (E=9e-053) ECA1 ATECA1 ACA3 | ECA1 (ER-TYPE CA2+-ATPASE 1); calcium-transporting ATPase
Zm00001d024196	GRMZM2G337389	10:54164551-54176432	10:54999901-55001252	-		-	AT3G23300 (E=2e-039) | dehydration-responsive protein-related
Zm00001d024198	GRMZM2G114119	10:54348645-54349505	10:55151388-55151915	-		-	GDU1
Zm00001d024199	GRMZM2G365319	10:54441477-54445305	10:55246275-55249896	-		-	Probable receptor-like serine/threonine-protein kinase
Zm00001d024200	GRMZM2G092363	10:54474926-54476332	10:55274175-55275011	-		-	Zinc finger protein CONSTANS-LIKE 5
Zm00001d024203	GRMZM2G101900	10:54945937-54950418	10:55739987-55744458	-		-	Aspartate carbamoyltransferase chloroplastic
Zm00001d024204	GRMZM2G149216	10:55162224-55165098	10:55985377-55988129	-		-	LHT1
Zm00001d024205	GRMZM2G469697	10:55455873-55457887	10:56256752-56275757	-		-	zinc ion binding
Zm00001d024207	NA	NA	10:56446155-56449468	-		TPS6	Alpha-humulene/(-)-(E)-beta-caryophyllene synthase
Zm00001d024208	GRMZM2G127087	10:55612816-55765958	10:56531883-56542918	-		-	Alpha-humulene/(-)-(E)-beta-caryophyllene synthase
Zm00001d024210	NA	NA	10:56611720-56614911	 tps6		terpene synthase6	-
Zm00001d024211	NA	NA	10:56725558-56728539	-		-	Alpha-humulene/(-)-(E)-beta-caryophyllene synthase
Zm00001d024212	GRMZM2G094452	10:55997694-56007916	10:56828755-56838148	-		diacylglycerol kinase2	Diacylglycerol kinase 2
Zm00001d024213	NA	NA	10:56996605-56997874	-		-	B-box type zinc finger family protein
Zm00001d024220	GRMZM2G004732	10:56764383-56767068	10:57648579-57651264	-		-	Putative HLH DNA-binding domain superfamily protein
Zm00001d024221	NA	NA	10:57982709-57983343	-		-	Histone deacetylase 19
Zm00001d024222	GRMZM2G126471	10:57126888-57129437	10:58034393-58036920	-		-	Uncharacterised conserved protein (UCP012943)
Zm00001d024224	NA	NA	10:58144857-58147909	-		-	fringe-related protein
Zm00001d024225	GRMZM5G812144	10:57305966-57308486	10:58196315-58208268	-		-	Histone-lysine N-methyltransferase ATXR3
Zm00001d024228	NA	NA	10:58347617-58349489	-		-	General transcription factor 2-related zinc finger protein
Zm00001d024229	NA	NA	10:58417186-58422086	-		-	Zinc finger BED domain-containing protein DAYSLEEPER
Zm00001d024230	GRMZM2G311316	10:57549401-57552804	10:58448599-58449354	-		CCAAT-HAP5-transcription factor 55	Nuclear transcription factor Y subunit C-2
Zm00001d024231	GRMZM2G009681	10:57551854-57557193	10:58449887-58454061	-		-	NAD(P)-binding Rossmann-fold superfamily protein
Zm00001d024234	GRMZM2G127336	10:57658111-57664789	10:58548375-58557438	 tps23		terpene synthase23	part of defense response to herbivory by western maize rootworm and Spodoptera littoralis but not expressed highly in most North American maize
Zm00001d024238	NA	NA	10:58940661-58959893	-		-	Phytochrome B
Zm00001d024239	GRMZM2G134613	10:59882332-59885876	10:59002720-59005171	-		autophagy8d	Autophagy 8e variant 1Autophagy-protein 8 isoform 1%3B Autophagy 8e variant 1Autophagy-protein 8 isoform 2%3B Autophagy 8e variant 1Autophagy-protein 8 isoform 3%3B Autophagy-related 8d variant 1%3B Autophagy-related protein 8
Zm00001d024242	GRMZM2G079777	10:60152246-60163212	10:59229280-59230089	-		-	V-type proton ATPase subunit D
Zm00001d024243	GRMZM2G079925	10:60164102-60165535	10:59240906-59242285	-		-	Pentatricopeptide repeat-containing protein  mitochondrial
Zm00001d024245	NA	NA	10:59264330-59271577	 glx1		glyoxylase1	-
Zm00001d024246	NA	NA	10:59323337-59324722	-		-	NB-ARC domain containing protein expressed
Zm00001d024248	GRMZM2G005938	10:60236510-60241598	10:59441463-59446450	 ppr*-59040		pentatricopeptide repeat*-59040	pentatricopeptide repeat-containing protein orthologous to At3g59040
Zm00001d024251	GRMZM2G006083	10:60489059-60491257	10:59639653-59641801	-		-	Transcription factor GTE7
Zm00001d024252	GRMZM2G172904	10:60565567-60566678	10:59715714-59716954	-		-	F-box protein SKIP19
Zm00001d024256	GRMZM2G402881	10:60750335-60753373	10:59897138-59898746	-		-	F-box protein PP2-A13
Zm00001d024258	GRMZM2G007140	10:60759258-60773761	10:59906061-59918458	-		-	Probable 2-oxoacid dependent dioxygenase
Zm00001d024265	NA	NA	10:60015948-60017307	-		-	F-box protein SKIP19
Zm00001d024267	NA	NA	10:60073377-60074308	-		-	Ras-related protein RABG3a
Zm00001d024268	GRMZM2G167018	10:61009621-61012269	10:60226179-60228837	-		NAC-transcription factor 110	NAC domain-containing protein 21/22
Zm00001d024270	GRMZM2G143568	10:61390270-61396404	10:60598911-60606190	-		-	RNA-binding KH domain-containing protein
Zm00001d024272	GRMZM2G007248	10:61506729-61508790	10:60726649-60729120	-		-	Pentatricopeptide repeat-containing protein  mitochondrial
Zm00001d024273	GRMZM2G119305	10:61689660-61692217	10:60915073-60917622	 sacd10		stearoyl-acyl-carrier-protein desaturase10	-
Zm00001d024274	GRMZM2G146115	10:61805736-61813778	10:61030755-61038775	-		-	Obg-like ATPase 1
Zm00001d024275	NA	NA	10:61181574-61189017	-		-	Zinc finger BED domain-containing protein DAYSLEEPER
Zm00001d024276	GRMZM2G163923	10:61996180-61999322	10:61213637-61216779	-		-	Putative ribosomal protein S4 (RPS4A) family protein
Zm00001d024281	GRMZM2G034152	10:62260920-62265303	10:61486928-61491037	 pao1		polyamine oxidase1	cDNA and genomic clones, low copy number
Zm00001d024285	GRMZM5G884349	10:62486203-62490700	10:61712124-61716615	-		bZIP-transcription factor 32	Putative bZIP transcription factor superfamily protein
Zm00001d024286	GRMZM2G079965	10:62507185-62509211	10:61733105-61735178	-		-	Serine carboxypeptidase-like 34
Zm00001d024290	GRMZM2G146142	10:62912533-62919302	10:62133468-62133823	-		-	Putative ubiquitin-conjugating enzyme family
Zm00001d024291	GRMZM2G151567	10:63043040-63050210	10:62300386-62308465	-		-	Putative leucine-rich repeat receptor-like protein kinase family protein
Zm00001d024292	GRMZM2G151580	10:63059832-63063231	10:62317297-62320708	-		-	AUGMIN subunit 2
Zm00001d024294	GRMZM2G002391	10:63243961-63246099	10:62512731-62514813	-		-	Equilibrative nucleotide transporter 1
Zm00001d024298	GRMZM2G052328	10:63411395-63415310	10:62684243-62685430	-		-	Histone-lysine N-methyltransferase ASHR2
Zm00001d024300	GRMZM2G009353	10:63565345-63570337	10:62829800-62835007	-		-	Potassium transporter 10
Zm00001d024301	GRMZM2G368902	10:63625121-63632413	10:62895060-62902241	-		-	AICARFT/IMPCHase bienzyme family protein
Zm00001d024302	GRMZM2G368861	10:63631377-63634230	10:62902288-62903162	-		defensin-like protein2	Defensin-like protein 2
Zm00001d024303	GRMZM2G368890	10:63633347-63634218	10:62903387-62904298	-		defensin-like protein1	Defensin-like protein 1
Zm00001d024305	NA	NA	10:63044232-63050120	-		-	Methyl-CpG-binding domain-containing protein 13
Zm00001d024306	NA	NA	10:63061548-63063353	-		-	Methyl-CpG-binding domain-containing protein 13
Zm00001d024307	GRMZM2G155729	10:63796931-63801064	10:63091728-63097838	-		-	UDP-N-acetylglucosamine diphosphorylase 2
Zm00001d024308	NA	NA	10:63095796-63097455	-		-	Pectinesterase
Zm00001d024310	GRMZM2G029552	10:64270259-64274931	10:63447121-63453995	-		-	GTP-binding protein ERG
Zm00001d024311	GRMZM2G029307	10:64275682-64279778	10:63453244-63457463	-		-	SKP1-like protein 21
Zm00001d024312	GRMZM2G356897	10:64376217-64381972	10:63550609-63551472	-		-	Peroxisomal (S)-2-hydroxy-acid oxidase GLO1
Zm00001d024313	GRMZM2G356895	10:64382452-64385649	10:63559789-63560457	-		-	Putative RING zinc finger domain superfamily protein
Zm00001d024314	GRMZM2G118610	10:64494294-64497324	10:63672420-63675196	-		-	Putative cinnamyl-alcohol dehydrogenase family protein
Zm00001d024317	GRMZM2G315767	10:64855834-64873466	10:63998482-64015910	-		-	Transferase
Zm00001d024318	GRMZM2G046861	10:65004421-65013655	10:64146988-64156247	-		-	VIN3-like protein 2
Zm00001d024319	GRMZM2G073077	10:65109308-65112441	10:64272530-64275570	-		-	26S proteasome non-ATPase regulatory subunit 8 homolog A
Zm00001d024320	NA	NA	10:64374343-64377804	-		-	hAT transposon superfamily protein
Zm00001d024321	GRMZM2G173321	10:65200137-65213038	10:64378201-64379576	-		ABI3-VP1-transcription factor 51	B3 domain-containing protein
Zm00001d024322	GRMZM2G019744	10:65352895-65353987	10:64559410-64560171	-		-	NEDD8-specific protease 1
Zm00001d024323	GRMZM2G020254	10:65429005-65430793	10:64612739-64613831	-		WRKY-transcription factor 33	Putative WRKY DNA-binding domain superfamily protein
Zm00001d024324	GRMZM2G020054	10:65437299-65438594	10:64620725-64621285	-		AP2-EREBP-transcription factor 54	Putative AP2/EREBP transcription factor superfamily protein
Zm00001d024325	GRMZM2G074489	10:65486715-65501619	10:64669622-64684686	-		-	Probable protein phosphatase 2C 9
Zm00001d024327	NA	NA	10:64819539-64877233	-		-	RING/FYVE/PHD zinc finger superfamily protein
Zm00001d024330	GRMZM2G420774	10:65669734-65672121	10:64913104-64915166	-		-	Alba DNA/RNA-binding protein
Zm00001d024333	GRMZM2G043749	10:66026088-66034968	10:65217636-65225489	-		-	Mitochondrial pyruvate carrier 4
Zm00001d024336	NA	NA	10:65375833-65376593	-		-	26S proteasome non-ATPase regulatory subunit 4 homolog
Zm00001d024337	GRMZM2G070575	10:66181059-66191541	10:65380191-65390574	-		-	Camelliol C synthase
Zm00001d024338	GRMZM2G140612	10:66319319-66329339	10:65518390-65530091	-		-	Protein kinase superfamily protein
Zm00001d024339	GRMZM2G442195	10:66329570-66333487	10:65524284-65532891	-		-	evolutionarily conserved C-terminal region 10
Zm00001d024342	GRMZM2G159002	10:66555171-66557866	10:65777201-65792002	-		-	26S proteasome non-ATPase regulatory subunit 1 homolog B
Zm00001d024343	GRMZM2G155357	10:66645576-66650999	10:65880914-65886361	-		-	Ethanolamine-phosphate cytidylyltransferase
Zm00001d024347	GRMZM2G149894	10:66732637-66736640	10:65970347-65974404	-		-	Reticulon-like protein B22
Zm00001d024348	GRMZM2G149969	10:66738424-66747994	10:65976164-65985734	-		-	Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein
Zm00001d024349	GRMZM2G161569	10:66779201-66780619	10:66046841-66047920	 mab27		math-btb27	-
Zm00001d024351	GRMZM2G041963	10:66889695-66890958	10:66123261-66124322	 mab28		math-btb28	-
Zm00001d024352	GRMZM2G481531	10:66968727-66970178	10:66206140-66207648	-		-	OSJNBb0022F16.11 protein;  protein
Zm00001d024353	GRMZM2G170201	10:67022546-67023487	10:66260393-66261334	-		-	Paired amphipathic helix repeat family protein
Zm00001d024354	GRMZM2G423393	10:67375028-67375918	10:66471477-66472334	-		ABI3-VP1-transcription factor 26	AP2/ERF and B3 domain-containing transcription factor
Zm00001d024355	NA	NA	10:66563565-66564225	-		-	SH3 domain-containing protein 2
Zm00001d024359	GRMZM2G038340	10:67532101-67535209	10:66773173-66776124	-		-	Alpha-humulene/(-)-(E)-beta-caryophyllene synthase
Zm00001d024361	NA	NA	10:66986503-66987416	-		-	Rho GTPase activation protein (RhoGAP) with PH domain
Zm00001d024364	NA	NA	10:67007013-67012130	-		-	Cysteine-type endopeptidase/ ubiquitin thiolesterase
Zm00001d024365	GRMZM2G121096	10:67945080-67951812	10:67166621-67173531	-		-	F-box/kelch-repeat protein
Zm00001d024371	GRMZM2G314593	10:68367523-68368133	10:67591281-67591511	-		-	Methionyl-tRNA synthetase
Zm00001d024372	NA	NA	10:67598558-67599387	-		-	Chlorophyll a-b binding protein 6 chloroplastic
Zm00001d024373	GRMZM2G178807	10:68431320-68434189	10:67656528-67659072	-		-	60S ribosomal protein L7-2
Zm00001d024376	GRMZM2G090594	10:68737989-68739253	10:67963922-67964857	-		WRKY-transcription factor 67	Putative WRKY DNA-binding domain superfamily protein%3B WRKY25-superfamily of TFs having WRKY and zinc finger domains
Zm00001d024378	GRMZM2G062811	10:68827214-68828425	10:68054718-68056244	-		-	Probable xyloglucan endotransglucosylase/hydrolase protein 21
Zm00001d024379	NA	NA	10:68164948-68165808	-		-	Xyloglucan endotransglucosylase/hydrolase protein 2
Zm00001d024382	NA	NA	10:68270859-68272288	-		-	Xyloglucan endotransglucosylase/hydrolase protein 2
Zm00001d024384	NA	NA	10:68303992-68307589	-		-	Squamosa promoter-binding-like protein 18
Zm00001d024386	GRMZM2G119783	10:69098782-69100591	10:68324451-68325959	 xth1		xyloglucan endo-transglycosylase/hydrolase1	-
Zm00001d024389	GRMZM2G459864	10:69143279-69144043	10:68369718-68370476	-		MADS-transcription factor 33	Putative MADS-box transcription factor family protein
Zm00001d024390	GRMZM2G700828	10:69233906-69238339	10:68460502-68464995	-		-	Sec14p-like phosphatidylinositol transfer family protein
Zm00001d024392	GRMZM2G076157	10:69250924-69252189	10:68477775-68478941	-		-	Probable xyloglucan endotransglucosylase/hydrolase protein 21
Zm00001d024393	GRMZM2G145870	10:69436152-69446212	10:68584698-68594748	-		-	Indole-3-glycerol phosphate synthase chloroplastic
Zm00001d024395	GRMZM2G326625	10:69602719-69606595	10:68729874-68732490	-		-	Probable inactive purple acid phosphatase 1
Zm00001d024396	GRMZM2G032751	10:69613787-69619993	10:68741027-68747136	-		-	Disease resistance RPP13-like protein 4
Zm00001d024397	NA	NA	10:68920396-68920830	-		-	Oral cancer overexpressed protein 1
Zm00001d024398	GRMZM2G391627	10:69794408-69799780	10:68924044-68928079	-		-	myosin heavy chain-related
Zm00001d024400	NA	NA	10:68966490-68969533	-		-	hAT transposon superfamily protein
Zm00001d024403	GRMZM2G431030	10:69879303-69884027	10:69000124-69004820	-		-	OSJNBa0041A02.21 protein;  protein
Zm00001d024406	GRMZM2G138997	10:70068174-70072497	10:69199906-69204296	-		-	Protein binding protein%3B Putative RING zinc finger domain superfamily protein isoform 1%3B Putative RING zinc finger domain superfamily protein isoform 2
Zm00001d024408	GRMZM2G103287	10:70234927-70240656	10:69366565-69372020	-		-	Galactose mutarotase-like superfamily protein
Zm00001d024409	GRMZM2G103250	10:70289697-70291509	10:69419168-69422702	-		-	Pentatricopeptide repeat-containing protein  chloroplastic
Zm00001d024410	GRMZM2G170958	10:70352497-70354031	10:69483649-69484945	-		Homeobox-transcription factor 73	Putative homeobox DNA-binding domain superfamily protein
Zm00001d024411	GRMZM2G471579	10:70366808-70367696	10:69487371-69498832	-		-	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Zm00001d024412	GRMZM2G144407	10:70547885-70553850	10:69674040-69680031	-		-	NADPH--cytochrome P450 reductase
Zm00001d024413	GRMZM2G102231	10:70586575-70590956	10:69712467-69715466	-		-	(DL)-glycerol-3-phosphatase 2
